551,Nightmare Before Christmas (1993),Animation|Children|Fantasy|Musical,"https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,https://image.tmdb.org/t/p/w300_and_h450_bestv2/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,http://i.imgur.com/UEz5I92.png
590,Dances with Wolves (1990),Adventure|Drama|Western,https://stevejandrewscom.files.wordpress.com/2017/08/dances-with-wolves.jpg?w=1000
592,Batman (1989),Action|Crime|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Batman_%281989%29_theatrical_poster.jpg/220px-Batman_%281989%29_theatrical_poster.jpg
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,https://static.rogerebert.com/uploads/movie/movie_poster/wallace-and-gromit-the-best-of-aardman-animations-1996/large_ewW6sSOTiWKqqWAIV9rj8qCqqQo.jpg
318,Shawshank Redemption (1994),Crime|Drama,https://i.pinimg.com/originals/da/0d/cc/da0dcc87e0e8b776a5f88ef460834db1.jpg
355,Flintstones (1994),Children|Comedy|Fantasy,https://imgix.bustle.com/rehost/2016/9/13/7b5444b7-dea7-4501-bc44-0a0ef0454461.jpg?w=970&h=582&fit=crop&crop=faces&auto=format&q=70
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,https://image.tmdb.org/t/p/w300_and_h450_bestv2/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg
736,Twister (1996),Action|Adventure|Romance|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Twistermovieposter.jpg/220px-Twistermovieposter.jpg
1197,Princess Bride (1987),Action|Adventure|Comedy|Fantasy|Romance,https://highlandernews.org/wp-content/uploads/2013/02/the-princess-bride-1987-poster-011.png
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,https://i.pinimg.com/originals/1c/dd/dd/1cdddd5009517d5d4797423555940bf4.jpg
34,Babe (1995),Children|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Babe_ver1.jpg/220px-Babe_ver1.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,x-raw-image:///7e50630328fa0a07a7b6dfc76ef52afef27cb9e8fbf522ecc611de7f2cca3313
141,Birdcage (1996),Comedy,https://resizing.flixster.com/QPjGwZRTNPjFyCucm3qoEbYQshw=/206x305/v1.bTsxMTYxNDc2MDtqOzE3ODY0OzEyMDA7NzI5Ozk3Mg
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,https://i.ytimg.com/vi/j1pf6s8MGrs/maxresdefault.jpg
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,https://c8.alamy.com/comp/BKADNG/star-trek-generations-year-1994-usa-director-david-carson-movie-poster-BKADNG.jpg
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,http://cdn.putlockers.plus/I8maqUz.jpg
541,Blade Runner (1982),Action|Sci-Fi|Thriller,https://badmoviemarathon.files.wordpress.com/2017/10/blade-runner-poster-4.jpg
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Snow_White_1937_poster.png/220px-Snow_White_1937_poster.png
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,https://upload.wikimedia.org/wikipedia/en/2/2c/Heavy_Metal_%281981%29.jpg
1036,Die Hard (1988),Action|Crime|Thriller,https://m.media-amazon.com/images/M/MV5BMzNmY2IwYzAtNDQ1NC00MmI4LThkOTgtZmVhYmExOTVhMWRkXkEyXkFqcGdeQXVyMTk5NDA3Nw@@._V1_.jpg
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,http://static1.squarespace.com/static/588a4776f5e23132a09d23b2/588a4e91be65945e50a36c0e/5a725c6b71c10bae996f1afd/1517445334306/tre.jpg?format=1000w
1079,Fish Called Wanda A (1988),Comedy|Crime,http://www.kennelco.com/wp-content/uploads/2016/02/A-Fish-Called-Wanda-1.jpg
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,https://de1imrko8s7v6.cloudfront.net/movies/posters/ET-the-Extra-Terrestrial-movie-poster_1369930604.jpg
1125,Return of the Pink Panther (1975),Comedy|Crime,http://1.bp.blogspot.com/_9z23770BWZA/TPPwHe0RQ0I/AAAAAAAAAFU/avSIC_7dl8k/s1600/Revenge+of+Pink+Panther.jpg
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,https://c8.alamy.com/comp/BNR0FP/movie-poster-monty-python-and-the-holy-grail-1975-BNR0FP.jpg
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,http://www.moviemusic.com/imgcover/285/starwars-ep5.gif
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,"https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_UY1200_CR84,0,630,1200_AL_.jpg"
1220,Blues Brothers (1980),Action|Comedy|Musical,https://resizing.flixster.com/7EWrWU7s3FngvLsgawxle1Fqb1Y=/206x305/v1.bTsxMTE3MTk0NTtqOzE3ODE0OzEyMDA7ODAwOzEyMDA
1225,Amadeus (1984),Drama,https://i1.wp.com/www.moviehousememories.com/wp-content/uploads/2016/09/amadeus-movie-still-1984.jpg?fit=660%2C330&ssl=1
1240,Terminator (1984),Action|Sci-Fi|Thriller,https://resizing.flixster.com/FJMITAOW3IK3fB8xnk9rxwkrtIw=/206x305/v1.bTsxMTI5MjI1MjtqOzE3ODYwOzEyMDA7MTUzNjsyMDQ4
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,https://c8.alamy.com/compde/dt5fxf/fox-poster-zuruck-in-die-zukunft-1985-dt5fxf.jpg
1278,Young Frankenstein (1974),Comedy|Fantasy,https://m.media-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_.jpg
1288,This Is Spinal Tap (1984),Comedy,http://2.bp.blogspot.com/-rmD6k2Ia4wo/VDtZ-RVfIQI/AAAAAAATCBM/i4HtEUOST9M/s1600/This_is_Spinal_Tap-1984-MSS-dvdcover-1.jpg
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,https://image.tmdb.org/t/p/w300_and_h450_bestv2/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg
1298,Pink Floyd: The Wall (1982),Drama|Musical,http://projectdeadpost.com/wp-content/uploads/2017/07/Pink-Floyd-The-Wall.jpg
1307,When Harry Met Sally... (1989),Comedy|Romance,"https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_UY1200_CR85,0,630,1200_AL_.jpg"
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,https://i.pinimg.com/originals/6b/93/32/6b93320914cd02c00ee48bcf7788cb4d.jpg
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,https://m.media-amazon.com/images/M/MV5BMzcyYWE5YmQtNDE1Yi00ZjlmLWFlZTAtMzRjODBiYjM3OTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,"https://m.media-amazon.com/images/M/MV5BMGY2MDE2MGQtMjczYi00YTdhLWIzNzktNDk2NzMzZmYwMTJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
104,Happy Gilmore (1996),Comedy,https://i.imgur.com/CtJCWOu.jpg
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,https://image.tmdb.org/t/p/w300_and_h450_bestv2/rhIRbceoE9lR4veEXuwCC2wARtG.jpg
21,Get Shorty (1995),Comedy|Crime|Thriller,https://images-na.ssl-images-amazon.com/images/I/71wk3Adn3GL._SY445_.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,http://i2.lisimg.com/4484222/280full.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w300_and_h450_bestv2/6Mx6TeLzz7ERn43TozxBVTsIHaN.jpg
207,Walk in the Clouds A (1995),Drama|Romance,https://s-media-cache-ak0.pinimg.com/originals/3a/45/e5/3a45e51d65a26237129892c6ad4f8e47.jpg
316,Stargate (1994),Action|Adventure|Sci-Fi,http://s18675.pcdn.co/wp-content/uploads/2015/11/stargate.jpg
333,Tommy Boy (1995),Comedy,https://images-na.ssl-images-amazon.com/images/I/91qzjIyRsvL._SY445_.jpg
345,Adventures of Priscilla Queen of the Desert (1994),Comedy|Drama,https://i.pinimg.com/originals/e0/5a/63/e05a639a7161d00d71d60d960f40274b.jpg
534,Shadowlands (1993),Drama|Romance,https://i.pinimg.com/originals/99/c7/09/99c709b58c2a383c31c1062cbd255edd.jpg
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,https://m.media-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
708,Truth About Cats & Dogs (1996),Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Truth_about_cats_and_dogs_movie_poster.jpg/250px-Truth_about_cats_and_dogs_movie_poster.jpg
724,Craft (1996),Drama|Fantasy|Horror|Thriller,https://cinemafanatic.files.wordpress.com/2010/10/the_craft.jpg
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,https://m.media-amazon.com/images/M/MV5BNzliZjhkODctMGJjOS00YWQ3LWEzMjgtYmZjNzMwMDYwYWNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,https://i.pinimg.com/originals/c2/3b/11/c23b1105d48459bf1f0e0bd58285963e.jpg
786,Eraser (1996),Action|Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Eraser_%28movie_poster%29.jpg/220px-Eraser_%28movie_poster%29.jpg
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,https://consumedbyfilm.files.wordpress.com/2014/02/2001-a-space-odyssey-poster.png
1080,Monty Python's Life of Brian (1979),Comedy,http://www.impawards.com/1979/posters/life_of_brian_ver2.jpg
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,https://m.media-amazon.com/images/M/MV5BNDBmNGU4MTEtMmI2Mi00NjU1LTgxNTktMDQ1MDE0Y2MwMjYwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
1223,Grand Day Out with Wallace and Gromit A (1989),Adventure|Animation|Children|Comedy|Sci-Fi,https://m.media-amazon.com/images/M/MV5BYWUyNjg5MTktNDk2Yi00YzUwLTkwMjMtZTdlNTcxZTk4OWY0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
1231,Right Stuff (1983),Drama,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Right_stuff_ver1.jpg/220px-Right_stuff_ver1.jpg
1242,Glory (1989),Drama|War,https://i.pinimg.com/originals/fe/e0/7a/fee07a601848f15cf686107b9a0a9562.jpg
1275,Highlander (1986),Action|Adventure|Fantasy,https://fatguywithglasses.files.wordpress.com/2013/01/highlander.jpg
1302,Field of Dreams (1989),Children|Drama|Fantasy,https://static.rogerebert.com/uploads/movie/movie_poster/field-of-dreams-1989/large_ps5B8ZNSFvqLczD5e4Yh3whV66B.jpg
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,https://m.media-amazon.com/images/M/MV5BZTE2NTE0YmYtNTE3YS00NzFmLWJmMDMtZWQ5Njg5NDBmNTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,https://daveexaminesmovies.files.wordpress.com/2013/05/spock.jpg
1394,Raising Arizona (1987),Comedy,https://m.media-amazon.com/images/M/MV5BOGUwZTEwZTYtZmQ0OS00NmM1LWE2ZTQtNjZiYmE4ZmUxMjk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
1408,Last of the Mohicans (1992),Action|Romance|War|Western,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Mohicansposter.jpg/220px-Mohicansposter.jpg
50,Usual Suspects (1995),Crime|Mystery|Thriller,"https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
372,Reality Bites (1994),Comedy|Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Realitybitesposter.jpg/220px-Realitybitesposter.jpg
527,Schindler's List (1993),Drama|War,http://blogs.bu.edu/guidedhistory/files/2013/05/schindlers-list-1993.jpg
778,Trainspotting (1996),Comedy|Crime|Drama,http://www.nordicposters.com/p2/trainspotting_96.jpg
1378,Young Guns (1988),Action|Comedy|Western,https://image.tmdb.org/t/p/w300_and_h450_bestv2/wkGbwWHIM23BkmMBm7GQHaCZan8.jpg
2028,Saving Private Ryan (1998),Action|Drama|War,https://images.gowatchit.com/posters/original/p21441_p_v8_ai.jpg?1473788794
2959,Fight Club (1999),Action|Crime|Drama|Thriller,http://de.web.img3.acsta.net/medias/nmedia/18/76/02/68/19277843.jpg
7153,Lord of the Rings: The Return of the King (2003),Action|Adventure|Drama|Fantasy,https://vignette.wikia.nocookie.net/lotr/images/b/ba/Rie.jpg/revision/latest?cb=20150203041337
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,https://www.dvdsreleasedates.com/covers/eternal-sunshine-of-the-spotless-mind-blu-ray-cover-50.jpg
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,http://de.web.img3.acsta.net/medias/nmedia/18/63/62/86/18695742.jpg
58559,Dark Knight (2008),Action|Crime|Drama|IMAX,https://upload.wikimedia.org/wikipedia/en/8/8a/Dark_Knight.jpg
858,Godfather (1972),Crime|Drama,https://image.tmdb.org/t/p/w300_and_h450_bestv2/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,https://www.dvdsreleasedates.com/posters/800/R/Reservoir-Dogs-1992-movie-poster.jpg
1206,Clockwork Orange A (1971),Crime|Drama|Sci-Fi|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/A_Clockwork_Orange_%281971%29.png/220px-A_Clockwork_Orange_%281971%29.png
1208,Apocalypse Now (1979),Action|Drama|War,https://vignette.wikia.nocookie.net/greatest-movies/images/3/37/ApocalypseNow.jpg/revision/latest?cb=20171206141044
1967,Labyrinth (1986),Adventure|Fantasy|Musical,https://jaysanalysis.files.wordpress.com/2015/04/labyrinth-poster-image-credit-manilovefilms_com_.jpg
2248,Say Anything... (1989),Comedy|Drama|Romance,https://roosterillusionreviews.files.wordpress.com/2015/10/0-poster1.jpg
1221,Godfather: Part II (1974),Crime|Drama,https://image.tmdb.org/t/p/w300_and_h450_bestv2/bVq65huQ8vHDd1a4Z37QtuyEvpA.jpg
2502,Office Space (1999),Comedy|Crime,https://static.rogerebert.com/uploads/review/primary_image/reviews/office-space-1999/hero_EB19990219REVIEWS902190304AR.jpg
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,https://yts.am/assets/images/movies/Being_John_Malkovich_1999/large-screenshot3.jpg
3897,Almost Famous (2000),Drama,"https://m.media-amazon.com/images/M/MV5BMzY1ZjMwMGEtYTY1ZS00ZDllLTk0ZmUtYzA3ZTA4NmYwNGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
5995,Pianist (2002),Drama|War,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/The_Pianist_movie.jpg/220px-The_Pianist_movie.jpg
6711,Lost in Translation (2003),Comedy|Drama|Romance,"https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_UX182_CR0,0,182,268_AL_.jpg"
111,Taxi Driver (1976),Crime|Drama|Thriller,http://www.impawards.com/1976/posters/taxi_driver_ver4.jpg
2571,Matrix (1999),Action|Sci-Fi|Thriller,http://horrornews.net/wp-content/uploads/2013/01/Matrix-poster-2-365x500.jpg
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,https://ireckonthat.files.wordpress.com/2013/04/run-lola-run-lb-r.jpeg
5952,Lord of the Rings: The Two Towers (2002),Adventure|Fantasy,https://upload.wikimedia.org/wikipedia/en/a/ad/Lord_of_the_Rings_-_The_Two_Towers.jpg
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,https://2.bp.blogspot.com/-v08pPo3emzc/V1NQ037gS4I/AAAAAAAAAF4/RcczcSGZxHkGfLQR5ZXFP2-sbykX8R55gCLcB/s1600/Free%2Bdownload%2Bbluray%2B1080p%2B720p%2Bmovie%2Bgoogle%2Bdrive%2B12%2BMonkeys%2Baka%2BTwelve%2BMonkeys%252C%2BUSA%252C%2B1995%252C%2BTerry%2BGilliam%252C%2BBruce%2BWillis%252C%2BMadeleine%2BStowe%252C%2BBrad%2BPitt.jpg
2329,American History X (1998),Crime|Drama,https://image.tmdb.org/t/p/w300_and_h450_bestv2/fXepRAYOx1qC3wju7XdDGx60775.jpg
4886,Monsters Inc. (2001),Adventure|Animation|Children|Comedy|Fantasy,https://vignette.wikia.nocookie.net/monstersincmovies/images/4/4e/Monsters%2Cinc.videogamecoverart.png/revision/latest?cb=20130522220725
4993,Lord of the Rings: The Fellowship of the Ring (2001),Adventure|Fantasy,https://upload.wikimedia.org/wikipedia/en/9/9d/The_Lord_of_the_Rings_The_Fellowship_of_the_Ring_%282001%29_theatrical_poster.jpg
33794,Batman Begins (2005),Action|Crime|IMAX,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Batman_Begins_Poster.jpg/220px-Batman_Begins_Poster.jpg
64614,Gran Torino (2008),Crime|Drama,https://image.tmdb.org/t/p/w300_and_h450_bestv2/yeBc5vpEiqIAZrbVQnl833GlBEi.jpg
904,Rear Window (1954),Mystery|Thriller,https://vignette.wikia.nocookie.net/scratchpad/images/d/d4/1954_-_Rear_Window_Movie_Poster.jpg/revision/latest?cb=20150313234450
1186,Sex Lies and Videotape (1989),Drama,http://www.nordicposters.com/p2/sex_logner_och_videotape_89.jpg
1234,Sting (1973),Comedy|Crime,https://images.gowatchit.com/posters/original/p5221_p_v8_ai.jpg?1473794551
3755,Perfect Storm (2000),Drama|Thriller,https://m.media-amazon.com/images/M/MV5BOGU2MWRiYmQtMDY1MS00OTUzLTkzYTktYjE5YTE4MTI0NzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
3911,Best in Show (2000),Comedy,http://basementrejects.com/wp-content/uploads/2016/05/best-in-show-2000-review-sherri-ann-cabot-leslie-ward-jennifer-coolidge-patrick-cransaw-snow-peas.jpg
4979,Royal Tenenbaums (2001),Comedy|Drama,http://static1.squarespace.com/static/51a680e1e4b06a70036b6ec9/51ab0eefe4b08b27fbc06704/55847f52e4b0b4175614ff9c/1434747157848/?format=1000w
5418,Bourne Identity (2002),Action|Mystery|Thriller,https://1.bp.blogspot.com/-TIdgB1dyjdo/V-j8GidIuRI/AAAAAAAAE9k/FLsapYUgahI6i-g1DV4Crro8uFu6lsoBACLcB/s1600/20121014-101808.jpg
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,https://viewsfromthesofa.files.wordpress.com/2017/11/featured4.jpg?w=798&h=768&crop=1
8961,Incredibles (2004),Action|Adventure|Animation|Children|Comedy,https://upload.wikimedia.org/wikipedia/en/2/27/The_Incredibles_2.jpg
44195,Thank You for Smoking (2006),Comedy|Drama,http://www.joblo.com/posters/images/full/2006-thank_you_for_smoking-5.jpg
48394,Pan's Labyrinth (Laberinto del fauno El) (2006),Drama|Fantasy|Thriller,https://c8.alamy.com/comp/DT5GGW/ivana-baquero-poster-pans-labyrinth-el-laberinto-del-fauno-2006-DT5GGW.jpg
50872,Ratatouille (2007),Animation|Children|Drama,https://i.ytimg.com/vi/weMWwcMOuFE/hqdefault.jpg
54503,Superbad (2007),Comedy,https://spoileralert7blog.files.wordpress.com/2016/02/large_o4rdmnambsp78fwxf3dvrhclvr0.jpg?w=640
55820,No Country for Old Men (2007),Crime|Drama,https://aswedetalksmovies.files.wordpress.com/2012/04/no-country-for-old-men.jpg?w=328&h=459
59315,Iron Man (2008),Action|Adventure|Sci-Fi,http://kaiju.wdfiles.com/local--files/_poster/iron_man_poster_2008_01.jpg
72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,https://s-media-cache-ak0.pinimg.com/originals/54/cf/47/54cf47200c8d165ef994be6dd3cef6e1.jpg
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,https://i.pinimg.com/originals/17/aa/71/17aa718c1ab15b482505b8431cf596fc.jpg
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,https://c8.alamy.com/compde/dt5xkt/schluckauf-astrid-poster-wie-to-train-your-dragon-2010-dt5xkt.jpg
76251,Kick-Ass (2010),Action|Comedy,"https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
379,Timecop (1994),Action|Sci-Fi|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Timecopposter.jpg/220px-Timecopposter.jpg
